Fecha;Ahuyama;Ajo;Arverja;Cebolla Cabezona;Cebolla junca;Cilantro;Cebada;Maiz;Frijol;Habichuela;Lechuga;Perejil;Pimenton;Repollo blanco;Tomate;Banano;Lulo;Mora;Papaya;Patilla;Pinna;Arracacha;Papa;Plátano;Yuca
29/04/2017;1000;11000;3839;2921;1673;3896;1893;2084;2572;1411;1071;3675;1547;640;1984;1913;2218;2690;1231;800;483;1093;1100;1080;756
06/05/2017;1000;11000;3961;3031;1286;4146;1893;2035;3140;944;983;3675;1700;640;2098;1788;2585;3300;1313;894;492;1002;1100;1035;806
13/05/2017;873;11000;3600;2875;1247;11000;1907;2084;2238;1013;1003;3650;1651;548;2057;1813;2563;3605;1331;1081;473;1003;1050;1080;771
20/05/2017;927;10802;3840;2185;1325;14567;1933;2084;2058;1221;1240;4850;1404;650;1719;1775;2340;3495;1325;1069;473;907;1100;1073;823
27/05/2017;900;10740;4353;2360;1292;14750;1933;2100;1829;1267;1278;6000;1262;900;1273;1738;2378;3215;1269;1050;471;993;1100;1040;759
03/06/2017;979;9979;5040;2248;1442;10750;1933;2067;2146;1278;1271;6000;1339;1070;1295;1700;2163;2770;1438;1050;467;873;1100;1239;761
10/06/2017;1050;9719;4672;1990;1452;7708;1933;2133;2188;923;1144;6000;1181;1089;1459;1700;2306;2780;1500;956;498;947;1050;1152;769
17/06/2017;971;9240;4960;1604;1657;7354;1933;2133;2561;1326;1102;6000;1665;1120;2313;1625;2400;2718;1331;906;473;1002;1000;1176;789
24/06/2017;946;8750;4806;1238;1715;8500;1933;2133;2439;1976;1108;6000;1846;940;1813;1625;2543;2510;1250;888;465;920;1000;1118;800
01/07/2017;944;8375;5249;1490;1702;10604;1973;2000;2446;2375;1118;6000;2884;833;1545;1738;2728;2580;1300;850;460;949;948;1042;779
08/07/2017;946;7760;5067;1727;1842;10438;2000;2083;1622;2161;1174;8146;2558;838;1131;1800;2605;2400;1453;850;475;893;944;1050;769
15/07/2017;948;6854;5100;1540;1852;6854;2000;2083;1804;1453;1141;8427;1897;958;1192;1638;2520;2160;1475;925;475;816;954;1032;775
22/07/2017;946;6125;4822;1354;2035;4854;2037;2083;1700;1150;1080;8521;1605;820;1342;1600;2423;2078;1550;950;565;853;933;1043;747
29/07/2017;942;5740;5327;1500;2230;5354;2011;2083;2000;1303;958;8563;1689;920;1428;1619;2493;2095;1500;950;633;907;925;1143;804
05/08/2017;944;5740;5167;1450;2165;7021;2011;2083;2208;1217;920;7500;1713;840;1376;1631;2698;2353;1450;1063;733;782;900;1220;821
12/08/2017;946;5490;4200;1360;2230;5771;2011;2083;2054;946;927;7479;1329;713;1471;1613;2555;2365;1375;1100;633;769;900;1110;764
19/08/2017;823;5240;3756;1338;2327;4833;2011;2083;2263;755;924;6771;1310;700;1432;1650;2728;2250;1350;1100;654;762;900;1080;804
26/08/2017;877;5229;3333;1254;2054;4000;2011;2083;1961;1542;927;5146;1056;640;1196;1650;2818;2220;1250;1100;567;733;900;1040;797
02/09/2017;788;5271;3678;1356;2288;6833;1933;2084;2813;1792;1000;6000;1206;628;1377;1650;2945;2193;1263;1125;627;762;964;1322;773
09/09/2017;700;5000;2758;1344;1895;7500;1933;2084;2111;1253;931;6000;1336;721;1182;1613;2819;2145;1400;1100;625;744;980;1332;759
16/09/2017;775;5000;2467;1250;2135;7500;1933;2084;2306;1534;920;6000;1205;679;1097;1544;2860;2363;1450;1050;671;671;965;1248;759
23/09/2017;725;5000;2400;1148;1839;7125;1933;2084;2279;1748;917;8000;1511;702;973;1513;2739;2170;1475;913;717;656;960;1360;774
30/09/2017;700;4927;2480;1190;1803;7250;1933;2084;2279;1974;931;7500;1668;640;1125;1600;2777;2170;1394;850;683;682;990;1400;759
07/10/2017;800;4552;1600;1260;1351;7875;1933;2071;1925;1779;931;5500;1529;577;1167;1594;2765;2065;1300;850;650;707;990;1315;776
14/10/2017;800;4765;1844;1200;1348;5500;1933;2084;1875;1395;927;5500;1784;577;1269;1600;2500;1963;1250;850;677;709;1000;1240;789
21/10/2017;800;4971;1633;1115;930;4200;1920;2080;2039;1069;931;6000;1871;540;1065;1650;2550;1900;1250;850;692;624;970;1230;732
28/10/2017;725;5000;1558;1100;803;2313;1920;2080;2067;1625;924;6000;2444;528;1513;1575;2523;2145;1250;850;700;808;990;1238;714
04/11/2017;700;4865;1894;1496;831;2875;1920;2080;1897;1696;941;6000;2848;523;1875;1644;2520;2355;1250;850;738;778;1175;1175;813
11/11/2017;700;4729;1453;1400;801;4000;1920;2080;1794;1318;924;6000;2786;492;1295;1650;2488;2223;1300;850;650;747;1243;1238;786
18/11/2017;700;4729;1506;1400;664;6542;1920;2080;2078;1409;924;7500;2296;480;1131;1650;2415;2085;1250;850;650;778;1400;1182;816
25/11/2017;700;4729;1600;1225;788;6500;1933;2080;1828;1855;1009;8000;1954;512;1267;1631;2325;2070;1250;850;650;682;1350;1260;784
02/12/2017;700;4736;1839;1314;745;6333;1920;2080;2061;1583;1060;8000;1917;480;1455;1575;2250;2370;1250;800;617;787;1400;1213;870
09/12/2017;700;4875;1867;1640;801;6229;1920;2080;2146;920;1083;6500;2216;480;1213;1622;2293;2125;1250;813;617;733;1450;1368;796
16/12/2017;663;5198;1894;1388;988;5750;1920;2080;2296;1150;1292;7000;2683;420;1670;1625;2025;1965;1150;878;575;731;1394;1384;866
23/12/2017;638;5771;1971;1460;1364;5396;1920;2067;2125;1581;1625;9000;3194;640;1790;1600;2100;1900;1150;850;613;1040;1400;1460;908
31/12/2017;576;9469;3819;927;1836;5000;1957;2264;1550;1434;1408;6000;3799;592;1899;1623;2500;2193;1246;825;597;1755;848;1320;1089
